,01,02,03,08,11,12,13,14,15,16,18,21,22,23,25,26,27,28,29,31,32,33,34,35,38,41,42,43,48,49,51,52,53,54,55,56,57,58,59,61,62,63,64,68,71,72,73,74,75,76,77,78,79,81,82,83,84,85,86,87,88,89,91,92,93,94,95,96,97,99,canton
1990,5330.59245,73819.90344,,,10612.10025,432.4124,3.8,10642.993,5973.2771,12203.99735,,186159.6506,3515.7496,16204.16895,350.0,62.425,170.21,,697.10925,1507.70575,14653.97355,370.10105,27401.14875,445.0,,169689.05856,2129.37345,3006.9365,,777.50815,281.69405,4296.87605,19623.89405,526.00306,476.82975,1100.7917,18661.1722,,50.0,94022.4587,8707.7174,,,,5367.49135,42124.7672,24173.7222,48095.5141,149.48275,,3882.85085,,9460.64145,6239.04675,114101.89305,226.806,2764.479,1005.28795,,2884.1077,,1326.12815,,,4598.27825,,,36476.11867,,,gr
1991,5277.81385,73430.76285,,,11692.47475,1599.82605,,20803.1897,6836.7283,22893.9593,,196618.0655,2969.00125,23137.2925,300.0,78.975,152.51255,,317.53605,1672.2667,12631.5037,45.27,35433.5914,31.6765,,181985.88501,2243.1962,3923.7741,,477.95985,311.49182,3019.9817,21005.5358,300.12915,475.8104,1100.233,20440.8839,,50.0,102598.22565,9316.3603,,,,5287.86,48400.4618,25220.1955,34445.8867,716.6391,,4457.4684,,10806.74095,5540.3933,121880.69625,237.831,4011.1886,1418.47295,,1621.5773,,1130.58745,,,5947.74,,,43175.11779,,,gr
1992,6758.7377,88882.60072,,,12873.10502,1745.83785,,20772.16015,7182.6302,20286.96437,,213362.27141,2568.9222,28664.1162,320.37205,1780.529,291.15465,,96.8298,1614.10645,8608.43095,160.2956,33535.2543,233.44935,,203687.25335,2738.89585,4191.3348,,550.03295,470.688,306.8453,18618.3654,308.338,469.49465,1315.10125,21004.9551,,122.8494,103149.39994,16059.6796,5.07115,,,5202.71955,54696.19775,28777.8177,37419.4744,545.35585,,4762.87664,,10653.13935,5521.19125,121852.59593,254.041,5628.2688,1573.70425,,11249.07053,,1256.7704,,,6845.26014,,,49132.34333,,,gr
1993,7195.22835,87059.58954,,,13415.36417,1563.9896,,20949.33345,11521.93986,19578.00928,,225247.15947,2825.2986,31263.47765,345.9481,4738.844,285.54325,,52.01545,1149.32635,9378.83665,70.66985,32287.44261,204.75745,,231866.44175,3352.09695,4304.07225,,591.68435,568.05376,183.23935,16931.9114,434.69645,480.19865,1573.1345,23134.7695,,154.4131,98923.74822,13707.70165,2.5521,,,5938.36392,52296.32013,29294.14135,35255.6081,1128.19465,,6715.35995,,11545.32135,5772.2032,123374.64992,262.8035,5011.0505,1766.07995,,12731.76743,,1406.981,,,7130.681,,,50080.65961,,,gr
1994,5796.92705,82275.05761,,,12446.3187,1641.3353,,25876.65705,7152.41195,22170.03155,,240610.97112,2331.3876,25787.0085,317.157,104.9635,368.24125,,1.0,1339.57535,10080.97553,44.007,24044.25075,53.91795,,235044.94594,3345.2272,4769.17895,,706.50105,428.79996,284.13555,17924.92665,451.6891,760.80445,1403.354,26325.8953,,101.58,110879.2347,14353.74649,,,,5960.7004,56726.42835,33130.45375,37379.102,995.97915,,6422.40135,,14160.27325,7284.49725,150741.57545,490.368,2886.8745,3431.1532,,10731.88736,,2058.2271,,,7278.86925,,,47138.74286,,,gr
1995,9405.67844,93153.07628,,,14284.63836,3973.3332,,19250.2519,11383.57644,11581.76365,,241352.87532,3553.83475,24201.8391,1587.3201,67.385,324.54035,,50.9629,1099.32,8874.71541,443.2849,39069.94561,420.08036,,206086.53302,6180.51675,4976.45225,,303.07895,809.5072,126.89345,19281.68415,597.6477,471.3895,1370.8195,27386.8086,,154.7436,117220.39404,20177.57301,,0.75,,6985.98635,56072.19835,31380.34252,31591.54645,296.61285,,7515.32912,,9455.7419,7911.51951,88205.48591,191.2325,6000.01484,2052.0586,,2974.13073,,1428.67385,,,10882.53965,,,53443.98554,,,gr
1996,9770.91782,90475.53049,,,14396.94338,4098.14565,,16329.12839,11349.51651,11582.05795,,244317.958,3779.4238,36750.397,1554.858,68.42485,328.3635,,50.25025,1400.22125,15447.92081,575.81525,40870.60907,190.18615,,211400.55435,5803.05676,4965.82005,,265.87005,748.47595,45.5678,18113.04628,671.19135,529.98705,1580.0369,30771.8514,,171.4214,126096.96842,12528.40216,,0.75,,4112.17304,55011.78756,27755.13583,24595.88472,291.093,,9946.25272,,7999.76834,8493.5214,84479.40378,248.627,7374.18908,1184.6782,,903.55555,,1468.2495,,,9230.23285,,,53270.18776,,,gr
1997,9930.82859,85389.28208,,,14561.41319,4192.76104,,16285.97736,9668.15221,12836.76283,,247557.73521,3914.89165,38845.84985,1736.19845,63.7225,245.36495,,50.65125,1289.48225,20233.49779,566.9083,38794.5266,271.50909,,218542.61261,6168.22735,4676.08765,,269.49895,610.99045,46.2728,24247.30832,689.64155,491.7998,2036.9559,34210.2365,,193.7627,121052.82675,12464.68595,,0.75,,4504.84625,53178.83016,29157.79552,21106.39106,290.038,,9665.21737,,7530.69213,9347.62765,80385.09872,194.53065,10048.84473,1603.85335,,5656.26085,,1488.30925,,,8883.5829,,,51252.36256,,,gr
1998,14807.60324,110618.80842,,,13088.2431,5685.12131,2.45815,15488.56548,14810.34755,9597.15289,,273520.08548,5175.2013,31296.85183,1684.13485,3492.41835,,,61.4654,2339.3281,15333.1255,507.8334,31902.18657,448.6188,,222013.74419,4647.4376,4015.50429,,48.456,1004.62955,156.042,18898.1411,599.05955,339.5593,1872.89105,34357.25192,,142.99235,108888.58755,12102.592,,69.60445,,25850.21436,59665.22259,33911.62952,20265.57034,1908.60055,,6854.21258,,9248.06829,13113.03739,78300.63312,63.16225,9773.22273,4004.0074,,44820.5189,,4886.81613,,,8996.7581,,,68034.3273,,,gr
