,canton,population,birth,death,migration_international,migration_national,year,,0,01,02,03,08,1,11,12,13,14,15,16,18,2,21,22,23,25,26,27,28,29,3,31,32,33,34,35,38,4,41,42,43,48,49,5,51,52,53,54,55,56,57,58,59,6,61,62,63,64,68,7,71,72,73,74,75,76,77,78,79,8,81,82,83,84,85,86,87,88,89,9,91,92,93,94,95,96,97,99
0,zh,1143249.0,13067.0,10807.0,9204.0,-2961.0,1991,7480502.68565,641971.04868,40437.3529,601533.69578,,,589780.25298,249843.21588,9820.10505,5.8,152428.81476,79584.55521,98097.76208,,1493642.54778,1287961.46972,108582.7476,83256.55291,934.0,321.55,239.2307,,12346.99685,481142.23162,26088.9072,195517.81323,5626.51505,253464.75255,444.24359,,1106608.1111,963182.32369,43067.89425,58710.0421,,41647.85106,1303388.53779,34406.85015,78913.7346,641893.58673,191552.22655,16194.9191,57020.09375,276457.67401,,6949.4529,560047.91491,394083.781,165345.6175,618.51641,,,580768.01072,2725.2546,342532.70204,115394.30825,8821.4388,6160.71965,,60507.20093,,44626.38645,79820.6038,5468.70275,42045.323,150.987,1541.8466,577.7975,,12919.686,,17116.26095,643333.42627,0.00045,,116512.598,,,526820.82782,,
1,be,942425.0,11388.0,9607.0,5985.0,-566.0,1991,5812867.90152,355683.73424,33982.72745,321701.00679,,,321458.7202,93831.5525,951.229,19.474,60960.0408,87698.8506,77997.5733,,1223742.03993,816819.8124,12497.55545,313612.42894,37634.72627,15523.47735,5173.26185,,22480.77767,178715.41214,13392.22885,67950.12928,967.92455,96226.45616,178.6733,,1574291.44794,1502208.88814,30198.8814,27536.42147,,14347.25693,762810.79909,8665.06415,32054.0812,228709.98498,46199.1019,10340.02515,9157.3816,425087.20796,,2597.95215,394531.73003,300363.34883,93900.32055,268.06065,,,363638.44525,778.41095,186898.6439,94312.3328,13992.36135,237.06765,,38169.89905,,29249.72955,352866.1169,269323.0914,73162.01165,211.5258,7129.1411,2173.10265,,643.717,,223.5273,285129.4558,,55.8732,15000.003,,,270073.5796,,
2,lu,321424.0,4615.0,2799.0,3088.0,-288.0,1991,1395132.88912,167557.9802,22087.618,145470.3622,,,76785.51992,18588.97485,798.3163,,19669.82555,15708.1174,22020.28582,,429712.42004,345816.99766,13136.38111,52208.44846,11420.35487,15.222,5405.21854,,1709.7974,70836.41302,5852.15833,26828.82085,892.3194,37094.81509,168.29935,,83367.29816,70375.30996,6571.26635,6258.58345,,162.1384,222690.16828,3831.1785,11851.8138,132470.15543,8088.99165,1311.3519,2872.75295,61951.5731,,312.35095,128246.4331,102291.74922,25954.68388,,,,112232.98637,7083.59327,46826.71929,27028.53431,10779.2517,434.0083,,12440.2775,,7640.602,13648.85207,4888.63317,5910.97875,198.03755,880.0967,579.0413,,1192.0646,,,90054.81796,,100.9407,,,,89953.87726,,
3,ur,35029.0,445.0,309.0,257.0,-59.0,1991,109665.23569,10980.9964,871.4268,10109.5696,,,4399.0058,,,,881.60265,1997.99425,1519.4089,,43187.3285,42358.02355,739.01865,3.98985,66.96315,,19.1333,,0.2,3143.16225,456.50375,892.3241,0.89995,1551.70805,241.7264,,703.3786,,459.363,243.5561,,0.4595,10992.3711,,943.741,8003.2626,86.23515,,15.4027,1943.72965,,,4929.4397,4544.34,385.0997,,,,23736.63518,464.62775,14016.33358,3061.4096,5399.5442,39.63,,290.14045,,464.9496,3257.8555,350.0251,2598.83765,,308.96275,0.03,,,,,4335.06266,,,,,,4335.06266,,
4,sz,111075.0,1621.0,910.0,1205.0,562.0,1991,483000.66632,36631.99092,2509.9885,34122.00242,,,21358.58868,365.5231,3061.77662,1.7491,7153.61401,4624.31895,6151.6069,,154838.41991,138259.08671,850.5467,14979.4058,696.936,,1.314,,51.1307,18379.2348,1395.72835,1882.65495,0.8,14951.2265,148.825,,74440.29013,72258.49433,783.1344,1195.51825,,203.14315,57950.36294,,4214.65795,37926.6291,129.20935,0.1,548.08405,15127.58249,,4.1,36734.03122,31031.91472,5634.24465,67.87185,,,46935.37054,2129.17705,25990.1409,10093.1549,4115.42949,95.63575,,3458.65585,,1053.1766,5173.90115,3920.9514,489.7063,8.5,567.91105,73.46005,,62.6245,,50.74785,30558.47603,,50.4329,,,,30508.04313,,
5,ow,29017.0,429.0,265.0,316.0,191.0,1991,117530.60028,12112.14103,1484.8769,10627.26413,,,5437.16785,1092.4238,,9.6125,510.1751,944.90805,2880.0484,,47557.80635,43239.36065,654.25695,1217.25865,1955.7747,16.355,454.4004,,20.4,7766.85225,432.33085,682.3582,400.5699,5202.01955,1049.57375,,2907.63655,1704.71725,723.1738,397.0097,,82.7358,8664.94735,31.311,929.5982,3999.62695,95.06655,23.3235,679.2953,2863.947,,42.77885,9713.49985,8256.76275,1454.21045,2.52665,,,9243.25705,1276.91505,3383.64925,1953.93785,583.27635,72.0287,,706.9396,,1266.51025,7472.61095,1227.38565,5917.75875,7.163,173.48445,112.3298,,,,34.4893,6654.68105,,1.3433,,,,6653.33775,,
6,nw,33678.0,523.0,248.0,322.0,69.0,1991,116299.69163,12939.59155,1333.7392,11605.85235,,,3149.2409,,,66.9595,326.18515,1603.4216,1152.67465,,49710.55909,47738.96804,1203.0127,635.122,2.4,,131.05635,,,6700.4187,439.5168,817.1052,348.6397,5095.157,,,780.82575,281.45435,328.8506,166.7413,,3.7795,7171.50745,,222.05,4236.34175,221.0961,,109.08025,2289.7621,,93.17725,7405.6938,7107.20395,298.48985,,,,17609.57585,2741.49655,4297.0508,3662.6072,5498.70465,,,598.45845,,811.2582,1086.85765,269.12935,734.0426,,74.1387,9.547,,,,,9745.42089,,,2218.258,,,7523.42789,,3.735
7,gl,38200.0,523.0,412.0,392.0,17.0,1991,190415.60104,17435.59671,2307.8497,15127.74701,,,11526.362,16.01,1.1,,609.9992,4536.974,6362.2788,,50942.3937,46102.5297,2414.9871,1612.49,497.4,,314.9869,,,7538.6542,210.1045,572.63915,83.408,6516.89655,155.606,,845.1271,4.0,224.4,596.7271,,20.0,25759.70115,,1632.634,17709.31515,583.89715,28.3,215.2706,5560.78315,,29.5011,12465.10535,12360.77565,104.3297,,,,24031.61103,,16750.45968,4481.32335,831.26805,,,1758.2899,,210.27005,30658.88345,1316.98775,29090.5601,34.0,35.502,108.255,,30.0,,43.5786,9212.16635,,,,,,9212.16635,,
8,zg,84412.0,1072.0,568.0,817.0,149.0,1991,460734.07502,42543.925,3902.07785,38641.84715,,,25811.409,7148.74275,37.9792,,3959.86335,7493.76675,7171.05695,,130863.29375,117755.3669,8754.42735,4222.48305,,,109.2675,,21.74895,21820.92398,1995.3615,7041.65898,,12129.9035,654.0,,82413.15625,79121.47475,1439.3356,1661.44555,,190.90035,36370.51205,65.262,3561.47,12643.92595,1422.35435,,7197.60765,10853.4931,,626.399,30921.37429,21216.8211,9228.95479,475.5984,,,54208.7543,446.2304,15335.45445,11299.75,2078.0725,285.843,,2224.3149,,22539.08905,3146.14245,613.3027,1683.5118,93.58965,66.188,45.9676,,638.5827,,5.0,32634.58395,,1207.9366,12436.2592,,,18990.38815,,
